epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,50.112,0.53694,0.7,1,0.56776,0.00045009,0.00045009,0.00045009
2,97.865,0.24403,0.9,1,0.37239,0.000735314,0.000735314,0.000735314
3,143.421,0.20501,0.8,1,0.32212,0.0008357,0.0008357,0.0008357
4,188.439,0.16372,0.8,1,0.46624,0.000676802,0.000676802,0.000676802
5,233.14,0.10186,0.9,1,0.13545,0.000346736,0.000346736,0.000346736
