epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,108.81,0.51,0.7,1,0.43968,0.00045009,0.00045009,0.00045009
2,2816.3,0.24274,0.8,1,0.37714,0.000735314,0.000735314,0.000735314
3,2925.53,0.17818,0.9,1,0.14845,0.0008357,0.0008357,0.0008357
4,3035.53,0.14549,0.9,1,0.48036,0.000676802,0.000676802,0.000676802
5,3144.41,0.11031,1,1,0.07797,0.000346736,0.000346736,0.000346736
